sampleid	env	subject	bodysite	dataset
Stool__764062976	Stool	764062976	Stool	HMP
Subgingival.plaque__764062976	Subgingival plaque	764062976	Subgingival plaque	HMP
Supragingival.plaque__764062976	Supragingival plaque	764062976	Supragingival plaque	HMP
Throat__764062976	Throat	764062976	Throat	HMP
Tongue.dorsum__764062976	Tongue dorsum	764062976	Tongue dorsum	HMP
Vaginal.introitus__764062976	Vaginal introitus	764062976	Vaginal introitus	HMP
Anterior.nares__764143897	Anterior nares	764143897	Anterior nares	HMP
Attached.Keratinized.gingiva__764143897	Attached/Keratinized gingiva	764143897	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764143897	Buccal mucosa	764143897	Buccal mucosa	HMP
Hard.palate__764143897	Hard palate	764143897	Hard palate	HMP
Mid.vagina__764143897	Mid vagina	764143897	Mid vagina	HMP
Palatine.Tonsils__764143897	Palatine Tonsils	764143897	Palatine Tonsils	HMP
Posterior.fornix__764143897	Posterior fornix	764143897	Posterior fornix	HMP
Retroauricular.crease__764143897	Retroauricular crease	764143897	Retroauricular crease	HMP
Saliva__764143897	Saliva	764143897	Saliva	HMP
Stool__764143897	Stool	764143897	Stool	HMP
Subgingival.plaque__764143897	Subgingival plaque	764143897	Subgingival plaque	HMP
Supragingival.plaque__764143897	Supragingival plaque	764143897	Supragingival plaque	HMP
Throat__764143897	Throat	764143897	Throat	HMP
Tongue.dorsum__764143897	Tongue dorsum	764143897	Tongue dorsum	HMP
Vaginal.introitus__764143897	Vaginal introitus	764143897	Vaginal introitus	HMP
Anterior.nares__764184357	Anterior nares	764184357	Anterior nares	HMP
Attached.Keratinized.gingiva__764184357	Attached/Keratinized gingiva	764184357	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764184357	Buccal mucosa	764184357	Buccal mucosa	HMP
Hard.palate__764184357	Hard palate	764184357	Hard palate	HMP
L_Antecubital.fossa__764184357	L_Antecubital fossa	764184357	L_Antecubital fossa	HMP
Mid.vagina__764184357	Mid vagina	764184357	Mid vagina	HMP
Palatine.Tonsils__764184357	Palatine Tonsils	764184357	Palatine Tonsils	HMP
Posterior.fornix__764184357	Posterior fornix	764184357	Posterior fornix	HMP
R_Antecubital.fossa__764184357	R_Antecubital fossa	764184357	R_Antecubital fossa	HMP
Retroauricular.crease__764184357	Retroauricular crease	764184357	Retroauricular crease	HMP
Saliva__764184357	Saliva	764184357	Saliva	HMP
Stool__764184357	Stool	764184357	Stool	HMP
Subgingival.plaque__764184357	Subgingival plaque	764184357	Subgingival plaque	HMP
Supragingival.plaque__764184357	Supragingival plaque	764184357	Supragingival plaque	HMP
Throat__764184357	Throat	764184357	Throat	HMP
Tongue.dorsum__764184357	Tongue dorsum	764184357	Tongue dorsum	HMP
Vaginal.introitus__764184357	Vaginal introitus	764184357	Vaginal introitus	HMP
Anterior.nares__764224817	Anterior nares	764224817	Anterior nares	HMP
Attached.Keratinized.gingiva__764224817	Attached/Keratinized gingiva	764224817	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764224817	Buccal mucosa	764224817	Buccal mucosa	HMP
Hard.palate__764224817	Hard palate	764224817	Hard palate	HMP
L_Antecubital.fossa__764224817	L_Antecubital fossa	764224817	L_Antecubital fossa	HMP
Palatine.Tonsils__764224817	Palatine Tonsils	764224817	Palatine Tonsils	HMP
R_Antecubital.fossa__764224817	R_Antecubital fossa	764224817	R_Antecubital fossa	HMP
Retroauricular.crease__764224817	Retroauricular crease	764224817	Retroauricular crease	HMP
Saliva__764224817	Saliva	764224817	Saliva	HMP
Stool__764224817	Stool	764224817	Stool	HMP
Subgingival.plaque__764224817	Subgingival plaque	764224817	Subgingival plaque	HMP
Supragingival.plaque__764224817	Supragingival plaque	764224817	Supragingival plaque	HMP
Throat__764224817	Throat	764224817	Throat	HMP
Tongue.dorsum__764224817	Tongue dorsum	764224817	Tongue dorsum	HMP
Attached.Keratinized.gingiva__764245047	Attached/Keratinized gingiva	764245047	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764245047	Buccal mucosa	764245047	Buccal mucosa	HMP
Hard.palate__764245047	Hard palate	764245047	Hard palate	HMP
Mid.vagina__764245047	Mid vagina	764245047	Mid vagina	HMP
Palatine.Tonsils__764245047	Palatine Tonsils	764245047	Palatine Tonsils	HMP
Posterior.fornix__764245047	Posterior fornix	764245047	Posterior fornix	HMP
Retroauricular.crease__764245047	Retroauricular crease	764245047	Retroauricular crease	HMP
Saliva__764245047	Saliva	764245047	Saliva	HMP
Stool__764245047	Stool	764245047	Stool	HMP
Subgingival.plaque__764245047	Subgingival plaque	764245047	Subgingival plaque	HMP
Supragingival.plaque__764245047	Supragingival plaque	764245047	Supragingival plaque	HMP
Throat__764245047	Throat	764245047	Throat	HMP
Tongue.dorsum__764245047	Tongue dorsum	764245047	Tongue dorsum	HMP
Vaginal.introitus__764245047	Vaginal introitus	764245047	Vaginal introitus	HMP
Attached.Keratinized.gingiva__764285508	Attached/Keratinized gingiva	764285508	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764285508	Buccal mucosa	764285508	Buccal mucosa	HMP
Hard.palate__764285508	Hard palate	764285508	Hard palate	HMP
Palatine.Tonsils__764285508	Palatine Tonsils	764285508	Palatine Tonsils	HMP
Saliva__764285508	Saliva	764285508	Saliva	HMP
Stool__764285508	Stool	764285508	Stool	HMP
Subgingival.plaque__764285508	Subgingival plaque	764285508	Subgingival plaque	HMP
Supragingival.plaque__764285508	Supragingival plaque	764285508	Supragingival plaque	HMP
Throat__764285508	Throat	764285508	Throat	HMP
Tongue.dorsum__764285508	Tongue dorsum	764285508	Tongue dorsum	HMP
Anterior.nares__764325968	Anterior nares	764325968	Anterior nares	HMP
Attached.Keratinized.gingiva__764325968	Attached/Keratinized gingiva	764325968	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764325968	Buccal mucosa	764325968	Buccal mucosa	HMP
Hard.palate__764325968	Hard palate	764325968	Hard palate	HMP
L_Antecubital.fossa__764325968	L_Antecubital fossa	764325968	L_Antecubital fossa	HMP
Palatine.Tonsils__764325968	Palatine Tonsils	764325968	Palatine Tonsils	HMP
R_Antecubital.fossa__764325968	R_Antecubital fossa	764325968	R_Antecubital fossa	HMP
Retroauricular.crease__764325968	Retroauricular crease	764325968	Retroauricular crease	HMP
Saliva__764325968	Saliva	764325968	Saliva	HMP
Stool__764325968	Stool	764325968	Stool	HMP
Subgingival.plaque__764325968	Subgingival plaque	764325968	Subgingival plaque	HMP
Supragingival.plaque__764325968	Supragingival plaque	764325968	Supragingival plaque	HMP
Throat__764325968	Throat	764325968	Throat	HMP
Tongue.dorsum__764325968	Tongue dorsum	764325968	Tongue dorsum	HMP
Anterior.nares__764346198	Anterior nares	764346198	Anterior nares	HMP
Attached.Keratinized.gingiva__764346198	Attached/Keratinized gingiva	764346198	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764346198	Buccal mucosa	764346198	Buccal mucosa	HMP
Hard.palate__764346198	Hard palate	764346198	Hard palate	HMP
L_Antecubital.fossa__764346198	L_Antecubital fossa	764346198	L_Antecubital fossa	HMP
Mid.vagina__764346198	Mid vagina	764346198	Mid vagina	HMP
Palatine.Tonsils__764346198	Palatine Tonsils	764346198	Palatine Tonsils	HMP
Posterior.fornix__764346198	Posterior fornix	764346198	Posterior fornix	HMP
R_Antecubital.fossa__764346198	R_Antecubital fossa	764346198	R_Antecubital fossa	HMP
Retroauricular.crease__764346198	Retroauricular crease	764346198	Retroauricular crease	HMP
Stool__764346198	Stool	764346198	Stool	HMP
Subgingival.plaque__764346198	Subgingival plaque	764346198	Subgingival plaque	HMP
Supragingival.plaque__764346198	Supragingival plaque	764346198	Supragingival plaque	HMP
Throat__764346198	Throat	764346198	Throat	HMP
Tongue.dorsum__764346198	Tongue dorsum	764346198	Tongue dorsum	HMP
Vaginal.introitus__764346198	Vaginal introitus	764346198	Vaginal introitus	HMP
Anterior.nares__764366428	Anterior nares	764366428	Anterior nares	HMP
Attached.Keratinized.gingiva__764366428	Attached/Keratinized gingiva	764366428	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764366428	Buccal mucosa	764366428	Buccal mucosa	HMP
Hard.palate__764366428	Hard palate	764366428	Hard palate	HMP
L_Antecubital.fossa__764366428	L_Antecubital fossa	764366428	L_Antecubital fossa	HMP
Mid.vagina__764366428	Mid vagina	764366428	Mid vagina	HMP
Palatine.Tonsils__764366428	Palatine Tonsils	764366428	Palatine Tonsils	HMP
Posterior.fornix__764366428	Posterior fornix	764366428	Posterior fornix	HMP
Retroauricular.crease__764366428	Retroauricular crease	764366428	Retroauricular crease	HMP
Saliva__764366428	Saliva	764366428	Saliva	HMP
Stool__764366428	Stool	764366428	Stool	HMP
Subgingival.plaque__764366428	Subgingival plaque	764366428	Subgingival plaque	HMP
Supragingival.plaque__764366428	Supragingival plaque	764366428	Supragingival plaque	HMP
Throat__764366428	Throat	764366428	Throat	HMP
Tongue.dorsum__764366428	Tongue dorsum	764366428	Tongue dorsum	HMP
Vaginal.introitus__764366428	Vaginal introitus	764366428	Vaginal introitus	HMP
Anterior.nares__764447348	Anterior nares	764447348	Anterior nares	HMP
Attached.Keratinized.gingiva__764447348	Attached/Keratinized gingiva	764447348	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764447348	Buccal mucosa	764447348	Buccal mucosa	HMP
Hard.palate__764447348	Hard palate	764447348	Hard palate	HMP
Palatine.Tonsils__764447348	Palatine Tonsils	764447348	Palatine Tonsils	HMP
R_Antecubital.fossa__764447348	R_Antecubital fossa	764447348	R_Antecubital fossa	HMP
Retroauricular.crease__764447348	Retroauricular crease	764447348	Retroauricular crease	HMP
Saliva__764447348	Saliva	764447348	Saliva	HMP
Stool__764447348	Stool	764447348	Stool	HMP
Subgingival.plaque__764447348	Subgingival plaque	764447348	Subgingival plaque	HMP
Supragingival.plaque__764447348	Supragingival plaque	764447348	Supragingival plaque	HMP
Throat__764447348	Throat	764447348	Throat	HMP
Tongue.dorsum__764447348	Tongue dorsum	764447348	Tongue dorsum	HMP
Anterior.nares__764467579	Anterior nares	764467579	Anterior nares	HMP
Attached.Keratinized.gingiva__764467579	Attached/Keratinized gingiva	764467579	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764467579	Buccal mucosa	764467579	Buccal mucosa	HMP
Hard.palate__764467579	Hard palate	764467579	Hard palate	HMP
L_Antecubital.fossa__764467579	L_Antecubital fossa	764467579	L_Antecubital fossa	HMP
Mid.vagina__764467579	Mid vagina	764467579	Mid vagina	HMP
Palatine.Tonsils__764467579	Palatine Tonsils	764467579	Palatine Tonsils	HMP
Posterior.fornix__764467579	Posterior fornix	764467579	Posterior fornix	HMP
R_Antecubital.fossa__764467579	R_Antecubital fossa	764467579	R_Antecubital fossa	HMP
Retroauricular.crease__764467579	Retroauricular crease	764467579	Retroauricular crease	HMP
Saliva__764467579	Saliva	764467579	Saliva	HMP
Stool__764467579	Stool	764467579	Stool	HMP
Subgingival.plaque__764467579	Subgingival plaque	764467579	Subgingival plaque	HMP
Supragingival.plaque__764467579	Supragingival plaque	764467579	Supragingival plaque	HMP
Throat__764467579	Throat	764467579	Throat	HMP
Tongue.dorsum__764467579	Tongue dorsum	764467579	Tongue dorsum	HMP
Vaginal.introitus__764467579	Vaginal introitus	764467579	Vaginal introitus	HMP
Anterior.nares__764487809	Anterior nares	764487809	Anterior nares	HMP
Attached.Keratinized.gingiva__764487809	Attached/Keratinized gingiva	764487809	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764487809	Buccal mucosa	764487809	Buccal mucosa	HMP
Hard.palate__764487809	Hard palate	764487809	Hard palate	HMP
L_Antecubital.fossa__764487809	L_Antecubital fossa	764487809	L_Antecubital fossa	HMP
Palatine.Tonsils__764487809	Palatine Tonsils	764487809	Palatine Tonsils	HMP
R_Antecubital.fossa__764487809	R_Antecubital fossa	764487809	R_Antecubital fossa	HMP
Retroauricular.crease__764487809	Retroauricular crease	764487809	Retroauricular crease	HMP
Saliva__764487809	Saliva	764487809	Saliva	HMP
Stool__764487809	Stool	764487809	Stool	HMP
Subgingival.plaque__764487809	Subgingival plaque	764487809	Subgingival plaque	HMP
Supragingival.plaque__764487809	Supragingival plaque	764487809	Supragingival plaque	HMP
Throat__764487809	Throat	764487809	Throat	HMP
Tongue.dorsum__764487809	Tongue dorsum	764487809	Tongue dorsum	HMP
Anterior.nares__764508039	Anterior nares	764508039	Anterior nares	HMP
Attached.Keratinized.gingiva__764508039	Attached/Keratinized gingiva	764508039	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764508039	Buccal mucosa	764508039	Buccal mucosa	HMP
Hard.palate__764508039	Hard palate	764508039	Hard palate	HMP
L_Antecubital.fossa__764508039	L_Antecubital fossa	764508039	L_Antecubital fossa	HMP
Palatine.Tonsils__764508039	Palatine Tonsils	764508039	Palatine Tonsils	HMP
R_Antecubital.fossa__764508039	R_Antecubital fossa	764508039	R_Antecubital fossa	HMP
Retroauricular.crease__764508039	Retroauricular crease	764508039	Retroauricular crease	HMP
Saliva__764508039	Saliva	764508039	Saliva	HMP
Stool__764508039	Stool	764508039	Stool	HMP
Subgingival.plaque__764508039	Subgingival plaque	764508039	Subgingival plaque	HMP
Supragingival.plaque__764508039	Supragingival plaque	764508039	Supragingival plaque	HMP
Throat__764508039	Throat	764508039	Throat	HMP
Tongue.dorsum__764508039	Tongue dorsum	764508039	Tongue dorsum	HMP
Attached.Keratinized.gingiva__764588959	Attached/Keratinized gingiva	764588959	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764588959	Buccal mucosa	764588959	Buccal mucosa	HMP
Hard.palate__764588959	Hard palate	764588959	Hard palate	HMP
L_Antecubital.fossa__764588959	L_Antecubital fossa	764588959	L_Antecubital fossa	HMP
Mid.vagina__764588959	Mid vagina	764588959	Mid vagina	HMP
Palatine.Tonsils__764588959	Palatine Tonsils	764588959	Palatine Tonsils	HMP
Posterior.fornix__764588959	Posterior fornix	764588959	Posterior fornix	HMP
R_Antecubital.fossa__764588959	R_Antecubital fossa	764588959	R_Antecubital fossa	HMP
Retroauricular.crease__764588959	Retroauricular crease	764588959	Retroauricular crease	HMP
Saliva__764588959	Saliva	764588959	Saliva	HMP
Stool__764588959	Stool	764588959	Stool	HMP
Subgingival.plaque__764588959	Subgingival plaque	764588959	Subgingival plaque	HMP
Supragingival.plaque__764588959	Supragingival plaque	764588959	Supragingival plaque	HMP
Throat__764588959	Throat	764588959	Throat	HMP
Tongue.dorsum__764588959	Tongue dorsum	764588959	Tongue dorsum	HMP
Anterior.nares__764649650	Anterior nares	764649650	Anterior nares	HMP
Attached.Keratinized.gingiva__764649650	Attached/Keratinized gingiva	764649650	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764649650	Buccal mucosa	764649650	Buccal mucosa	HMP
Hard.palate__764649650	Hard palate	764649650	Hard palate	HMP
L_Antecubital.fossa__764649650	L_Antecubital fossa	764649650	L_Antecubital fossa	HMP
Mid.vagina__764649650	Mid vagina	764649650	Mid vagina	HMP
Palatine.Tonsils__764649650	Palatine Tonsils	764649650	Palatine Tonsils	HMP
Posterior.fornix__764649650	Posterior fornix	764649650	Posterior fornix	HMP
R_Antecubital.fossa__764649650	R_Antecubital fossa	764649650	R_Antecubital fossa	HMP
Retroauricular.crease__764649650	Retroauricular crease	764649650	Retroauricular crease	HMP
Saliva__764649650	Saliva	764649650	Saliva	HMP
Stool__764649650	Stool	764649650	Stool	HMP
Subgingival.plaque__764649650	Subgingival plaque	764649650	Subgingival plaque	HMP
Supragingival.plaque__764649650	Supragingival plaque	764649650	Supragingival plaque	HMP
Throat__764649650	Throat	764649650	Throat	HMP
Tongue.dorsum__764649650	Tongue dorsum	764649650	Tongue dorsum	HMP
Vaginal.introitus__764649650	Vaginal introitus	764649650	Vaginal introitus	HMP
Anterior.nares__764669880	Anterior nares	764669880	Anterior nares	HMP
Attached.Keratinized.gingiva__764669880	Attached/Keratinized gingiva	764669880	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764669880	Buccal mucosa	764669880	Buccal mucosa	HMP
Hard.palate__764669880	Hard palate	764669880	Hard palate	HMP
L_Antecubital.fossa__764669880	L_Antecubital fossa	764669880	L_Antecubital fossa	HMP
Palatine.Tonsils__764669880	Palatine Tonsils	764669880	Palatine Tonsils	HMP
R_Antecubital.fossa__764669880	R_Antecubital fossa	764669880	R_Antecubital fossa	HMP
Retroauricular.crease__764669880	Retroauricular crease	764669880	Retroauricular crease	HMP
Saliva__764669880	Saliva	764669880	Saliva	HMP
Stool__764669880	Stool	764669880	Stool	HMP
Subgingival.plaque__764669880	Subgingival plaque	764669880	Subgingival plaque	HMP
Supragingival.plaque__764669880	Supragingival plaque	764669880	Supragingival plaque	HMP
Throat__764669880	Throat	764669880	Throat	HMP
Tongue.dorsum__764669880	Tongue dorsum	764669880	Tongue dorsum	HMP
L_Antecubital.fossa__764710340	L_Antecubital fossa	764710340	L_Antecubital fossa	HMP
Mid.vagina__764710340	Mid vagina	764710340	Mid vagina	HMP
Posterior.fornix__764710340	Posterior fornix	764710340	Posterior fornix	HMP
R_Antecubital.fossa__764710340	R_Antecubital fossa	764710340	R_Antecubital fossa	HMP
Retroauricular.crease__764710340	Retroauricular crease	764710340	Retroauricular crease	HMP
Stool__764710340	Stool	764710340	Stool	HMP
Vaginal.introitus__764710340	Vaginal introitus	764710340	Vaginal introitus	HMP
Anterior.nares__764750800	Anterior nares	764750800	Anterior nares	HMP
Attached.Keratinized.gingiva__764750800	Attached/Keratinized gingiva	764750800	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764750800	Buccal mucosa	764750800	Buccal mucosa	HMP
Hard.palate__764750800	Hard palate	764750800	Hard palate	HMP
L_Antecubital.fossa__764750800	L_Antecubital fossa	764750800	L_Antecubital fossa	HMP
Palatine.Tonsils__764750800	Palatine Tonsils	764750800	Palatine Tonsils	HMP
R_Antecubital.fossa__764750800	R_Antecubital fossa	764750800	R_Antecubital fossa	HMP
Retroauricular.crease__764750800	Retroauricular crease	764750800	Retroauricular crease	HMP
Stool__764750800	Stool	764750800	Stool	HMP
Subgingival.plaque__764750800	Subgingival plaque	764750800	Subgingival plaque	HMP
Supragingival.plaque__764750800	Supragingival plaque	764750800	Supragingival plaque	HMP
Throat__764750800	Throat	764750800	Throat	HMP
Tongue.dorsum__764750800	Tongue dorsum	764750800	Tongue dorsum	HMP
Attached.Keratinized.gingiva__764811490	Attached/Keratinized gingiva	764811490	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764811490	Buccal mucosa	764811490	Buccal mucosa	HMP
Hard.palate__764811490	Hard palate	764811490	Hard palate	HMP
Mid.vagina__764811490	Mid vagina	764811490	Mid vagina	HMP
Palatine.Tonsils__764811490	Palatine Tonsils	764811490	Palatine Tonsils	HMP
Posterior.fornix__764811490	Posterior fornix	764811490	Posterior fornix	HMP
R_Antecubital.fossa__764811490	R_Antecubital fossa	764811490	R_Antecubital fossa	HMP
Stool__764811490	Stool	764811490	Stool	HMP
Subgingival.plaque__764811490	Subgingival plaque	764811490	Subgingival plaque	HMP
Supragingival.plaque__764811490	Supragingival plaque	764811490	Supragingival plaque	HMP
Throat__764811490	Throat	764811490	Throat	HMP
Tongue.dorsum__764811490	Tongue dorsum	764811490	Tongue dorsum	HMP
Vaginal.introitus__764811490	Vaginal introitus	764811490	Vaginal introitus	HMP
Anterior.nares__764831721	Anterior nares	764831721	Anterior nares	HMP
Attached.Keratinized.gingiva__764831721	Attached/Keratinized gingiva	764831721	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764831721	Buccal mucosa	764831721	Buccal mucosa	HMP
Hard.palate__764831721	Hard palate	764831721	Hard palate	HMP
L_Antecubital.fossa__764831721	L_Antecubital fossa	764831721	L_Antecubital fossa	HMP
Palatine.Tonsils__764831721	Palatine Tonsils	764831721	Palatine Tonsils	HMP
R_Antecubital.fossa__764831721	R_Antecubital fossa	764831721	R_Antecubital fossa	HMP
Saliva__764831721	Saliva	764831721	Saliva	HMP
Stool__764831721	Stool	764831721	Stool	HMP
Subgingival.plaque__764831721	Subgingival plaque	764831721	Subgingival plaque	HMP
Supragingival.plaque__764831721	Supragingival plaque	764831721	Supragingival plaque	HMP
Throat__764831721	Throat	764831721	Throat	HMP
Tongue.dorsum__764831721	Tongue dorsum	764831721	Tongue dorsum	HMP
Anterior.nares__764872181	Anterior nares	764872181	Anterior nares	HMP
Attached.Keratinized.gingiva__764872181	Attached/Keratinized gingiva	764872181	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764872181	Buccal mucosa	764872181	Buccal mucosa	HMP
Hard.palate__764872181	Hard palate	764872181	Hard palate	HMP
L_Antecubital.fossa__764872181	L_Antecubital fossa	764872181	L_Antecubital fossa	HMP
Palatine.Tonsils__764872181	Palatine Tonsils	764872181	Palatine Tonsils	HMP
R_Antecubital.fossa__764872181	R_Antecubital fossa	764872181	R_Antecubital fossa	HMP
Retroauricular.crease__764872181	Retroauricular crease	764872181	Retroauricular crease	HMP
Stool__764872181	Stool	764872181	Stool	HMP
Subgingival.plaque__764872181	Subgingival plaque	764872181	Subgingival plaque	HMP
Supragingival.plaque__764872181	Supragingival plaque	764872181	Supragingival plaque	HMP
Throat__764872181	Throat	764872181	Throat	HMP
Tongue.dorsum__764872181	Tongue dorsum	764872181	Tongue dorsum	HMP
Anterior.nares__764892411	Anterior nares	764892411	Anterior nares	HMP
Attached.Keratinized.gingiva__764892411	Attached/Keratinized gingiva	764892411	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764892411	Buccal mucosa	764892411	Buccal mucosa	HMP
Hard.palate__764892411	Hard palate	764892411	Hard palate	HMP
L_Antecubital.fossa__764892411	L_Antecubital fossa	764892411	L_Antecubital fossa	HMP
Palatine.Tonsils__764892411	Palatine Tonsils	764892411	Palatine Tonsils	HMP
R_Antecubital.fossa__764892411	R_Antecubital fossa	764892411	R_Antecubital fossa	HMP
Retroauricular.crease__764892411	Retroauricular crease	764892411	Retroauricular crease	HMP
Saliva__764892411	Saliva	764892411	Saliva	HMP
Stool__764892411	Stool	764892411	Stool	HMP
Subgingival.plaque__764892411	Subgingival plaque	764892411	Subgingival plaque	HMP
Supragingival.plaque__764892411	Supragingival plaque	764892411	Supragingival plaque	HMP
Throat__764892411	Throat	764892411	Throat	HMP
Tongue.dorsum__764892411	Tongue dorsum	764892411	Tongue dorsum	HMP
Anterior.nares__764953101	Anterior nares	764953101	Anterior nares	HMP
Attached.Keratinized.gingiva__764953101	Attached/Keratinized gingiva	764953101	Attached/Keratinized gingiva	HMP
Buccal.mucosa__764953101	Buccal mucosa	764953101	Buccal mucosa	HMP
Hard.palate__764953101	Hard palate	764953101	Hard palate	HMP
Palatine.Tonsils__764953101	Palatine Tonsils	764953101	Palatine Tonsils	HMP
R_Antecubital.fossa__764953101	R_Antecubital fossa	764953101	R_Antecubital fossa	HMP
Saliva__764953101	Saliva	764953101	Saliva	HMP
Stool__764953101	Stool	764953101	Stool	HMP
Subgingival.plaque__764953101	Subgingival plaque	764953101	Subgingival plaque	HMP
Supragingival.plaque__764953101	Supragingival plaque	764953101	Supragingival plaque	HMP
Throat__764953101	Throat	764953101	Throat	HMP
Tongue.dorsum__764953101	Tongue dorsum	764953101	Tongue dorsum	HMP
Anterior.nares__765013792	Anterior nares	765013792	Anterior nares	HMP
Attached.Keratinized.gingiva__765013792	Attached/Keratinized gingiva	765013792	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765013792	Buccal mucosa	765013792	Buccal mucosa	HMP
Hard.palate__765013792	Hard palate	765013792	Hard palate	HMP
Mid.vagina__765013792	Mid vagina	765013792	Mid vagina	HMP
Palatine.Tonsils__765013792	Palatine Tonsils	765013792	Palatine Tonsils	HMP
Posterior.fornix__765013792	Posterior fornix	765013792	Posterior fornix	HMP
R_Antecubital.fossa__765013792	R_Antecubital fossa	765013792	R_Antecubital fossa	HMP
Retroauricular.crease__765013792	Retroauricular crease	765013792	Retroauricular crease	HMP
Saliva__765013792	Saliva	765013792	Saliva	HMP
Stool__765013792	Stool	765013792	Stool	HMP
Subgingival.plaque__765013792	Subgingival plaque	765013792	Subgingival plaque	HMP
Supragingival.plaque__765013792	Supragingival plaque	765013792	Supragingival plaque	HMP
Throat__765013792	Throat	765013792	Throat	HMP
Tongue.dorsum__765013792	Tongue dorsum	765013792	Tongue dorsum	HMP
Vaginal.introitus__765013792	Vaginal introitus	765013792	Vaginal introitus	HMP
Anterior.nares__765034022	Anterior nares	765034022	Anterior nares	HMP
Attached.Keratinized.gingiva__765034022	Attached/Keratinized gingiva	765034022	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765034022	Buccal mucosa	765034022	Buccal mucosa	HMP
Hard.palate__765034022	Hard palate	765034022	Hard palate	HMP
L_Antecubital.fossa__765034022	L_Antecubital fossa	765034022	L_Antecubital fossa	HMP
Mid.vagina__765034022	Mid vagina	765034022	Mid vagina	HMP
Palatine.Tonsils__765034022	Palatine Tonsils	765034022	Palatine Tonsils	HMP
Posterior.fornix__765034022	Posterior fornix	765034022	Posterior fornix	HMP
R_Antecubital.fossa__765034022	R_Antecubital fossa	765034022	R_Antecubital fossa	HMP
Retroauricular.crease__765034022	Retroauricular crease	765034022	Retroauricular crease	HMP
Saliva__765034022	Saliva	765034022	Saliva	HMP
Stool__765034022	Stool	765034022	Stool	HMP
Subgingival.plaque__765034022	Subgingival plaque	765034022	Subgingival plaque	HMP
Supragingival.plaque__765034022	Supragingival plaque	765034022	Supragingival plaque	HMP
Throat__765034022	Throat	765034022	Throat	HMP
Tongue.dorsum__765034022	Tongue dorsum	765034022	Tongue dorsum	HMP
Vaginal.introitus__765034022	Vaginal introitus	765034022	Vaginal introitus	HMP
Anterior.nares__765074482	Anterior nares	765074482	Anterior nares	HMP
Attached.Keratinized.gingiva__765074482	Attached/Keratinized gingiva	765074482	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765074482	Buccal mucosa	765074482	Buccal mucosa	HMP
Hard.palate__765074482	Hard palate	765074482	Hard palate	HMP
L_Antecubital.fossa__765074482	L_Antecubital fossa	765074482	L_Antecubital fossa	HMP
Palatine.Tonsils__765074482	Palatine Tonsils	765074482	Palatine Tonsils	HMP
R_Antecubital.fossa__765074482	R_Antecubital fossa	765074482	R_Antecubital fossa	HMP
Retroauricular.crease__765074482	Retroauricular crease	765074482	Retroauricular crease	HMP
Saliva__765074482	Saliva	765074482	Saliva	HMP
Stool__765074482	Stool	765074482	Stool	HMP
Subgingival.plaque__765074482	Subgingival plaque	765074482	Subgingival plaque	HMP
Supragingival.plaque__765074482	Supragingival plaque	765074482	Supragingival plaque	HMP
Throat__765074482	Throat	765074482	Throat	HMP
Tongue.dorsum__765074482	Tongue dorsum	765074482	Tongue dorsum	HMP
Anterior.nares__765094712	Anterior nares	765094712	Anterior nares	HMP
Attached.Keratinized.gingiva__765094712	Attached/Keratinized gingiva	765094712	Attached/Keratinized gingiva	HMP
Buccal.mucosa__765094712	Buccal mucosa	765094712	Buccal mucosa	HMP
Hard.palate__765094712	Hard palate	765094712	Hard palate	HMP
L_Antecubital.fossa__765094712	L_Antecubital fossa	765094712	L_Antecubital fossa	HMP
Palatine.Tonsils__765094712	Palatine Tonsils	765094712	Palatine Tonsils	HMP
R_Antecubital.fossa__765094712	R_Antecubital fossa	765094712	R_Antecubital fossa	HMP
Retroauricular.crease__765094712	Retroauricular crease	765094712	Retroauricular crease	HMP
Saliva__765094712	Saliva	765094712	Saliva	HMP
Stool__765094712	Stool	765094712	Stool	HMP
Subgingival.plaque__765094712	Subgingival plaque	765094712	Subgingival plaque	HMP
Supragingival.plaque__765094712	Supragingival plaque	765094712	Supragingival plaque	HMP
Throat__765094712	Throat	765094712	Throat	HMP
